L1_S24_F1844,L1_S24_F1846,Response
0.106,-0.127,0
-0.174,0.185,0
-0.114,0.145,0
-0.07200000000000001,0.14800000000000002,0
0.114,-0.13699999999999998,0
-0.033,-0.081,0
-0.040999999999999995,0.125,0
0.146,-0.13699999999999998,0
-0.063,-0.107,0
-0.05,-0.09699999999999999,0
0.22399999999999998,0.091,0
0.10400000000000001,0.127,0
0.034,-0.153,0
0.126,0.126,0
0.064,0.155,0
0.252,-0.156,0
-0.22399999999999998,-0.031,1
-0.22399999999999998,-0.031,1
-0.22399999999999998,-0.031,0
-0.207,0.168,0
-0.057,-0.10800000000000001,0
-0.026000000000000002,0.121,0
-0.122,0.175,1
-0.122,0.175,0
-0.276,-0.083,0
-0.045,0.14,0
-0.253,0.165,0
0.304,-0.185,0
0.349,-0.218,0
-0.044000000000000004,-0.156,0
0.11800000000000001,0.11800000000000001,0
-0.034,0.16399999999999998,0
-0.34,0.21899999999999997,0
0.282,-0.172,0
0.207,0.09699999999999999,0
-0.052000000000000005,-0.092,0
0.11199999999999999,0.113,0
-0.325,-0.08199999999999999,0
0.009000000000000001,0.114,0
-0.244,-0.069,0
0.244,0.024,0
-0.071,-0.175,0
0.235,0.073,0
-0.055,0.151,0
-0.128,0.18,0
-0.321,-0.008,0
-0.121,0.124,0
0.204,-0.14300000000000002,0
-0.3,0.129,0
0.17,0.055,0
-0.008,0.09699999999999999,0
-0.299,0.198,0
-0.225,0.159,0
0.287,-0.191,0
-0.306,0.2,0
0.121,-0.172,0
0.289,-0.184,0
0.301,-0.18,0
-0.361,0.23399999999999999,0
0.054000000000000006,-0.13,0
0.08199999999999999,-0.135,0
0.322,-0.207,0
0.055,-0.105,0
-0.275,0.19699999999999998,0
0.141,0.078,0
0.099,0.107,0
0.27699999999999997,0.043,0
-0.012,0.158,0
0.24,0.036000000000000004,0
0.012,-0.107,0
0.06,-0.18600000000000003,0
-0.262,-0.028999999999999998,0
-0.322,-0.009000000000000001,0
-0.085,-0.068,0
0.13,-0.142,0
0.11699999999999999,0.085,0
-0.061,0.12300000000000001,0
0.198,0.044000000000000004,0
0.32799999999999996,-0.21600000000000003,0
-0.027999999999999997,-0.09300000000000001,0
0.113,0.106,0
0.28800000000000003,0.036000000000000004,0
-0.02,0.132,0
-0.146,-0.10300000000000001,0
0.17600000000000002,-0.146,0
0.24,0.032,0
0.0,-0.18600000000000003,0
0.319,-0.175,0
0.14400000000000002,0.08900000000000001,0
-0.29100000000000004,-0.043,0
0.08800000000000001,-0.152,0
0.064,0.127,0
0.259,0.017,0
-0.128,0.147,0
-0.3,-0.008,0
0.17300000000000001,-0.174,0
-0.386,0.27,0
0.147,0.083,0
-0.22,0.157,0
-0.32,0.003,0
-0.078,0.106,0
0.258,-0.172,0
0.11,0.084,0
-0.094,-0.066,0
0.10300000000000001,-0.192,0
0.023,-0.105,0
0.33299999999999996,0.026000000000000002,0
0.345,0.018000000000000002,0
0.075,-0.10099999999999999,0
0.113,-0.129,0
-0.159,0.165,0
-0.312,0.087,0
-0.065,-0.075,0
-0.268,0.16899999999999998,0
-0.102,0.17,0
-0.032,-0.10099999999999999,0
0.039,0.08800000000000001,0
0.312,-0.212,0
-0.078,0.145,0
-0.297,-0.135,0
0.14800000000000002,0.078,0
-0.142,-0.07400000000000001,0
-0.142,-0.07400000000000001,0
0.258,-0.16699999999999998,0
-0.051,0.145,0
-0.085,0.14300000000000002,0
0.172,0.075,0
-0.136,-0.155,0
0.078,-0.111,0
-0.20199999999999999,0.203,0
0.16,-0.138,0
0.16,-0.138,0
-0.07,0.13699999999999998,0
0.040999999999999995,0.138,0
-0.023,-0.133,0
-0.031,0.127,0
0.278,-0.195,0
0.151,0.081,0
-0.126,-0.098,0
-0.084,-0.055,0
-0.27,-0.012,0
-0.203,0.21,0
0.027000000000000003,0.111,0
-0.063,-0.14,0
0.038,-0.13699999999999998,0
-0.24600000000000002,0.15,0
-0.326,-0.077,0
0.132,0.111,0
-0.28,-0.016,0
-0.054000000000000006,0.095,0
-0.057,-0.13699999999999998,0
0.21100000000000002,-0.163,0
0.319,-0.177,0
-0.27399999999999997,0.145,0
-0.044000000000000004,0.10099999999999999,0
-0.044000000000000004,0.10099999999999999,0
0.028999999999999998,-0.085,0
-0.244,-0.055,0
0.067,-0.133,0
-0.03,-0.162,0
-0.187,0.188,0
0.096,-0.12300000000000001,0
-0.35100000000000003,0.24600000000000002,0
-0.061,0.124,0
0.024,0.125,0
0.33299999999999996,-0.2,0
0.259,-0.192,0
0.001,0.107,0
-0.1,0.168,0
-0.314,0.192,0
-0.15,0.172,0
-0.055,-0.08900000000000001,0
0.213,-0.201,0
0.13,0.065,0
0.13,0.065,0
-0.26,-0.022000000000000002,0
0.345,0.071,0
-0.276,-0.096,0
-0.105,0.185,0
-0.257,0.171,0
0.086,0.09699999999999999,0
0.134,0.086,0
-0.2,-0.035,0
0.109,0.073,0
-0.068,0.115,0
0.002,-0.127,0
-0.053,0.129,0
0.41600000000000004,0.001,0
-0.063,-0.057999999999999996,0
0.048,0.086,0
-0.044000000000000004,-0.08,0
0.039,-0.12,0
-0.008,0.11,0
-0.335,0.002,0
0.282,-0.20199999999999999,0
0.106,-0.134,0
0.17300000000000001,0.09300000000000001,0
-0.34600000000000003,-0.006,0
-0.20199999999999999,0.193,0
-0.039,-0.085,0
-0.29600000000000004,-0.473,1
-0.29600000000000004,-0.473,0
0.03,0.1,0
-0.36,-0.043,0
0.063,0.129,0
-0.059000000000000004,-0.084,0
0.10099999999999999,-0.126,0
-0.127,-0.085,0
0.105,-0.11800000000000001,0
-0.114,0.141,0
0.16699999999999998,0.10400000000000001,0
-0.18600000000000003,-0.028999999999999998,0
-0.212,-0.049,0
-0.212,-0.049,0
0.14,-0.124,0
0.02,0.11800000000000001,0
-0.337,0.21,0
-0.32899999999999996,0.20199999999999999,0
0.011000000000000001,-0.13699999999999998,0
0.22899999999999998,0.059000000000000004,0
-0.265,-0.033,0
0.168,-0.18,0
0.045,0.13,0
-0.026000000000000002,0.14400000000000002,0
-0.025,-0.14800000000000002,0
0.326,-0.20600000000000002,0
-0.218,0.142,0
-0.084,0.136,0
-0.076,-0.087,0
0.023,-0.166,0
0.37799999999999995,0.006,0
-0.046,-0.075,0
-0.009000000000000001,0.11900000000000001,0
0.287,0.02,0
0.162,0.099,0
-0.134,-0.105,0
-0.099,-0.025,0
-0.11699999999999999,0.17300000000000001,0
-0.24100000000000002,0.16399999999999998,0
0.008,0.111,0
0.249,-0.17800000000000002,0
0.084,-0.145,0
0.049,0.12,0
-0.002,0.126,0
-0.087,-0.040999999999999995,0
-0.008,0.11,0
-0.046,0.158,0
0.248,-0.183,0
-0.064,0.12,0
-0.044000000000000004,0.126,0
0.141,0.08,0
0.05,0.11199999999999999,0
-0.33,0.19899999999999998,0
0.2,-0.147,0
0.022000000000000002,-0.18,0
-0.011000000000000001,-0.10400000000000001,0
0.06,-0.107,0
0.107,-0.13,0
0.267,0.045,0
0.121,-0.128,0
-0.22399999999999998,0.01,0
0.031,0.11,0
0.39,0.053,0
-0.06,0.163,0
0.23,-0.171,0
-0.203,0.14800000000000002,0
0.142,-0.11599999999999999,0
0.205,-0.151,0
-0.055,0.126,0
-0.2,0.20800000000000002,0
0.015,-0.141,0
0.05,-0.121,0
-0.12,0.138,0
0.062,0.09,0
0.062,0.09,0
-0.001,0.105,0
0.395,-0.196,0
-0.107,0.114,0
-0.006,-0.09,0
-0.027999999999999997,0.128,0
-0.321,0.011000000000000001,0
-0.063,-0.084,0
0.205,0.062,0
-0.17800000000000002,-0.069,0
0.085,-0.198,0
0.087,-0.135,0
-0.10800000000000001,-0.08,0
0.389,-0.231,0
0.389,-0.231,0
-0.024,-0.134,0
0.12,-0.13,0
-0.11599999999999999,-0.08,0
-0.046,-0.098,0
0.106,-0.122,0
-0.23,0.153,0
-0.22899999999999998,0.182,0
-0.001,-0.099,0
0.23399999999999999,-0.16699999999999998,0
0.134,0.076,0
-0.086,0.16899999999999998,0
0.26,-0.16699999999999998,0
0.26,-0.16699999999999998,0
-0.044000000000000004,-0.077,0
0.266,-0.228,0
0.005,0.10300000000000001,0
-0.064,0.158,0
-0.068,-0.06,0
0.076,0.076,0
0.22899999999999998,-0.17,0
0.012,-0.122,0
0.155,-0.153,0
0.155,-0.153,0
-0.043,0.14,0
-0.069,0.172,0
-0.28,0.215,0
0.126,0.076,0
0.013000000000000001,-0.114,0
-0.043,0.183,0
-0.094,0.163,0
-0.196,0.168,0
-0.052000000000000005,0.07400000000000001,0
0.185,0.065,0
0.166,-0.13,0
0.008,-0.166,0
-0.071,0.131,0
0.062,-0.132,0
0.10300000000000001,0.1,0
-0.276,0.217,0
-0.27899999999999997,0.223,0
-0.034,0.11900000000000001,0
0.032,0.11199999999999999,0
0.363,-0.214,0
-0.079,-0.08,0
0.15,-0.141,0
-0.105,-0.126,0
-0.27899999999999997,0.15,0
0.128,-0.132,0
0.128,-0.132,0
-0.022000000000000002,0.142,0
-0.311,-0.147,0
-0.1,0.147,0
0.10400000000000001,-0.11,0
-0.061,0.14800000000000002,0
-0.285,0.152,0
-0.13699999999999998,-0.105,0
-0.31,0.207,0
-0.027000000000000003,-0.113,0
-0.16899999999999998,0.159,0
-0.249,0.158,0
-0.249,0.158,0
0.295,0.021,0
-0.035,-0.076,0
0.054000000000000006,-0.138,0
0.07200000000000001,0.10099999999999999,0
0.19699999999999998,-0.151,0
-0.138,-0.044000000000000004,0
0.244,-0.174,0
-0.006,0.099,0
-0.153,-0.069,0
-0.12300000000000001,-0.099,0
0.03,-0.09699999999999999,0
0.032,0.096,0
0.151,0.078,0
0.23600000000000002,-0.182,0
0.134,-0.198,0
0.32,-0.23199999999999998,0
-0.055999999999999994,0.133,0
0.20199999999999999,0.081,0
-0.34,-0.059000000000000004,0
-0.196,-0.11699999999999999,0
-0.07200000000000001,0.083,0
0.11900000000000001,-0.13699999999999998,0
0.05,0.11900000000000001,0
-0.033,-0.11900000000000001,0
-0.272,0.193,0
-0.136,0.145,0
0.129,0.096,0
-0.222,0.172,0
0.036000000000000004,0.10800000000000001,0
-0.23800000000000002,0.162,0
-0.068,-0.147,0
0.11699999999999999,-0.151,0
-0.10300000000000001,0.168,0
0.0,0.124,0
0.098,0.096,0
0.233,-0.16899999999999998,0
-0.325,-0.057,0
0.292,0.076,0
-0.013000000000000001,-0.091,0
0.046,0.159,0
0.001,0.121,0
-0.115,-0.05,0
0.099,0.085,0
-0.175,-0.03,0
0.384,0.016,0
-0.311,-0.013999999999999999,0
-0.035,0.135,0
-0.062,-0.12,0
0.198,0.07,0
0.198,0.07,0
-0.128,0.151,0
0.231,0.083,1
0.163,0.06,0
0.071,0.091,0
-0.249,0.21100000000000002,0
0.41700000000000004,0.008,0
-0.166,0.161,0
0.037000000000000005,0.107,0
-0.034,0.127,0
-0.034,0.127,0
0.26899999999999996,-0.218,0
-0.04,0.121,0
0.052000000000000005,-0.11800000000000001,0
-0.043,-0.087,0
-0.272,0.20600000000000002,0
0.27399999999999997,-0.217,0
0.035,0.13,0
0.244,0.08800000000000001,0
-0.023,-0.121,0
-0.331,0.21899999999999997,0
-0.344,-0.011000000000000001,0
-0.20199999999999999,0.154,0
-0.08199999999999999,0.139,0
-0.179,-0.066,0
-0.067,-0.09300000000000001,0
0.158,-0.18100000000000002,0
0.327,0.02,0
0.02,-0.113,0
-0.264,0.188,0
-0.281,-0.405,1
-0.023,0.133,0
0.08199999999999999,-0.12300000000000001,0
0.138,0.078,0
-0.003,-0.149,0
0.102,0.106,0
-0.321,0.193,0
0.377,0.013999999999999999,0
0.028999999999999998,-0.113,0
0.13699999999999998,0.10099999999999999,0
-0.215,-0.026000000000000002,0
0.09699999999999999,-0.11900000000000001,0
-0.08900000000000001,-0.109,0
-0.158,0.16899999999999998,0
0.159,0.12,0
0.091,0.064,0
0.013999999999999999,0.11199999999999999,0
0.124,-0.12300000000000001,0
0.001,0.158,0
-0.27399999999999997,-0.14300000000000002,0
-0.08900000000000001,-0.085,0
-0.053,-0.129,0
-0.253,0.175,0
-0.11199999999999999,-0.07,0
0.373,-0.243,0
0.096,-0.196,0
0.096,-0.196,0
0.21899999999999997,0.064,0
-0.065,0.16899999999999998,0
-0.374,0.275,0
-0.032,-0.107,0
-0.098,0.11900000000000001,0
-0.157,-0.044000000000000004,0
-0.083,-0.077,0
0.267,0.032,0
0.267,0.032,0
0.29100000000000004,0.018000000000000002,0
-0.091,0.136,0
0.132,-0.221,0
0.363,-0.185,0
0.07400000000000001,-0.122,0
-0.312,0.08199999999999999,0
0.317,-0.23600000000000002,0
-0.161,-0.077,0
-0.16,0.18,0
0.292,0.011000000000000001,0
-0.07400000000000001,-0.10099999999999999,0
-0.005,-0.09300000000000001,0
0.27,0.027000000000000003,0
0.032,0.106,0
-0.282,0.214,0
-0.009000000000000001,0.168,0
-0.17300000000000001,0.158,0
-0.08800000000000001,-0.128,0
0.298,-0.18100000000000002,0
0.124,-0.132,0
0.04,-0.127,0
-0.16399999999999998,0.145,0
-0.19899999999999998,-0.07400000000000001,0
-0.069,-0.161,0
0.053,0.109,0
0.085,-0.11599999999999999,0
0.278,-0.192,0
0.048,-0.1,0
-0.165,-0.087,0
-0.21,-0.048,0
-0.11599999999999999,0.16899999999999998,0
-0.099,-0.07,0
0.031,0.098,0
0.067,-0.106,0
0.018000000000000002,-0.122,0
-0.055,0.121,0
0.175,0.11599999999999999,0
-0.293,0.18899999999999997,0
-0.34299999999999997,0.22399999999999998,0
0.002,0.122,0
0.011000000000000001,0.115,0
-0.02,-0.11800000000000001,0
0.004,0.136,0
-0.285,-0.09699999999999999,0
-0.10099999999999999,-0.087,0
0.322,-0.20600000000000002,0
0.051,0.109,0
0.21100000000000002,-0.14400000000000002,0
-0.32,0.242,0
0.095,-0.11599999999999999,0
-0.03,-0.08800000000000001,0
-0.03,-0.08800000000000001,0
0.028999999999999998,0.107,0
-0.152,0.171,0
0.099,0.127,0
-0.19899999999999998,-0.107,0
0.195,-0.157,0
0.040999999999999995,-0.11699999999999999,0
0.182,-0.14800000000000002,0
-0.35,0.168,0
-0.313,-0.042,0
-0.35,0.22699999999999998,0
0.18600000000000003,0.105,0
-0.183,0.156,0
0.049,0.141,0
0.07400000000000001,0.109,0
-0.055999999999999994,-0.077,0
0.152,-0.145,0
-0.154,0.13699999999999998,0
0.27,-0.24100000000000002,0
-0.05,0.14300000000000002,0
0.096,-0.11699999999999999,0
-0.182,-0.091,0
-0.182,0.171,0
-0.182,0.171,0
0.342,-0.217,0
0.207,0.10099999999999999,0
-0.256,0.209,0
0.153,-0.196,0
0.262,-0.174,0
0.369,-0.213,0
-0.24600000000000002,0.183,0
-0.057999999999999996,0.14300000000000002,0
0.29,-0.256,0
-0.145,0.155,0
-0.35100000000000003,-0.013999999999999999,0
0.086,0.099,0
-0.071,-0.08800000000000001,0
0.033,0.098,0
-0.055,0.146,0
0.175,-0.158,0
0.005,0.12,0
0.045,-0.122,0
0.381,-0.22399999999999998,0
-0.153,-0.092,0
0.314,-0.209,0
-0.075,-0.08,0
-0.085,0.16399999999999998,0
-0.084,0.139,0
-0.031,0.145,0
-0.32899999999999996,0.231,0
-0.264,-0.008,0
-0.258,-0.106,0
-0.24,0.168,0
-0.006,-0.11699999999999999,0
0.106,-0.10800000000000001,0
0.064,-0.128,0
0.192,0.08,0
-0.122,0.151,0
0.149,-0.157,0
-0.341,0.18100000000000002,0
-0.08900000000000001,0.114,0
-0.006999999999999999,0.13,0
-0.11800000000000001,0.146,0
0.235,-0.149,0
0.122,0.08,0
-0.095,0.13699999999999998,0
0.061,0.092,0
0.066,-0.11699999999999999,0
0.051,-0.124,0
-0.20800000000000002,-0.043,0
0.16399999999999998,0.091,0
0.214,-0.162,0
-0.258,0.16699999999999998,0
0.11,0.08900000000000001,0
0.25,-0.16399999999999998,0
0.16899999999999998,-0.154,0
-0.149,0.175,0
-0.284,-0.147,0
0.12300000000000001,0.066,0
-0.172,-0.066,0
-0.293,0.218,0
0.28,0.028999999999999998,0
-0.018000000000000002,-0.08,0
0.083,0.13699999999999998,0
-0.122,-0.061,0
-0.22,0.203,0
-0.10800000000000001,-0.094,0
-0.067,0.14,0
0.11900000000000001,0.08199999999999999,0
0.032,-0.136,0
-0.067,0.171,0
-0.149,0.16699999999999998,0
-0.265,0.228,0
-0.142,0.149,0
-0.139,0.168,0
0.207,-0.159,0
0.209,-0.141,0
-0.095,0.11599999999999999,0
-0.209,0.128,0
-0.179,-0.066,0
0.184,0.083,0
0.233,-0.17,0
0.245,-0.18600000000000003,0
-0.10800000000000001,-0.11900000000000001,0
-0.245,-0.095,0
-0.064,-0.17300000000000001,0
0.015,-0.096,0
0.171,-0.149,0
0.11699999999999999,-0.109,0
-0.172,-0.049,0
0.004,-0.114,0
-0.141,0.165,0
-0.133,-0.038,0
-0.35200000000000004,0.005,1
-0.35100000000000003,-0.013000000000000001,0
-0.08199999999999999,-0.2,0
-0.064,0.14300000000000002,0
-0.16,-0.039,0
0.019,-0.174,0
0.159,0.068,0
0.005,0.11,0
0.128,-0.174,0
-0.34700000000000003,0.237,0
-0.151,0.126,0
-0.08900000000000001,-0.122,0
0.09699999999999999,0.06,0
0.389,0.006999999999999999,0
0.297,-0.204,0
-0.32799999999999996,0.002,0
-0.069,0.122,0
0.109,0.087,0
0.022000000000000002,0.145,0
0.071,-0.133,0
0.165,0.052000000000000005,0
-0.145,-0.044000000000000004,0
-0.341,0.245,0
-0.261,0.14800000000000002,0
0.289,0.027999999999999997,0
0.293,-0.19699999999999998,0
-0.15,0.152,0
0.17800000000000002,0.075,0
0.366,-0.20600000000000002,0
-0.35600000000000004,-0.1,0
0.052000000000000005,0.106,0
0.059000000000000004,-0.057,0
-0.11900000000000001,-0.129,0
0.233,0.049,0
-0.13,-0.161,0
0.239,0.066,0
0.248,0.040999999999999995,0
0.087,-0.133,0
0.19899999999999998,-0.157,0
0.054000000000000006,0.16,0
-0.309,0.09300000000000001,0
-0.198,-0.078,0
0.013999999999999999,-0.098,0
-0.046,-0.094,0
-0.083,0.152,0
-0.038,0.106,0
0.158,0.054000000000000006,0
-0.015,0.135,0
-0.015,-0.098,0
-0.376,-0.006999999999999999,0
-0.177,0.154,0
-0.135,0.195,0
0.086,-0.126,0
0.071,0.1,0
0.11,-0.124,0
0.271,-0.191,0
-0.091,0.153,0
-0.313,-0.071,0
-0.212,-0.077,0
0.047,-0.128,0
-0.252,0.151,0
0.113,0.059000000000000004,0
0.41600000000000004,-0.231,0
0.27399999999999997,0.039,0
-0.337,0.231,0
-0.251,0.168,0
-0.251,0.168,0
-0.251,0.168,0
0.33899999999999997,-0.289,0
0.122,0.095,0
0.313,0.07400000000000001,0
0.016,-0.121,0
0.16699999999999998,0.08,0
0.106,-0.11599999999999999,0
-0.275,-0.051,0
-0.16,-0.057,0
0.031,-0.14400000000000002,0
-0.271,-0.09300000000000001,0
0.037000000000000005,-0.102,0
-0.293,-0.17300000000000001,0
-0.16699999999999998,0.185,0
-0.226,0.17600000000000002,0
0.054000000000000006,-0.14400000000000002,0
0.10099999999999999,0.09300000000000001,0
0.172,-0.151,0
-0.017,-0.087,0
-0.059000000000000004,0.121,0
0.262,0.027000000000000003,0
-0.18899999999999997,-0.019,0
-0.053,-0.07200000000000001,0
-0.085,-0.078,0
0.33799999999999997,0.024,0
0.26899999999999996,-0.165,0
0.26899999999999996,-0.165,0
-0.156,0.134,0
0.19899999999999998,0.095,0
0.19899999999999998,0.095,0
-0.32799999999999996,0.195,0
0.105,-0.147,0
-0.008,0.154,0
-0.32799999999999996,0.20199999999999999,0
-0.1,0.138,0
0.065,-0.11599999999999999,0
-0.023,-0.084,0
0.327,0.018000000000000002,0
0.099,-0.135,0
0.027000000000000003,-0.051,0
-0.265,0.193,0
-0.21,-0.131,0
0.132,-0.139,0
-0.069,0.17300000000000001,0
0.29,-0.17300000000000001,0
0.17600000000000002,-0.13699999999999998,0
0.121,-0.165,0
-0.128,0.163,0
-0.032,0.161,0
0.095,0.106,0
0.024,0.114,0
0.29,0.019,0
-0.113,0.16,0
-0.135,0.156,0
0.1,-0.14,0
0.003,0.142,0
0.132,-0.136,0
-0.252,0.124,0
0.133,0.078,0
-0.141,0.16399999999999998,0
-0.068,0.174,0
-0.136,-0.079,0
-0.28,0.035,0
0.015,-0.192,0
0.024,0.092,0
-0.3,0.188,0
-0.3,0.188,0
0.16399999999999998,-0.14800000000000002,0
0.23199999999999998,0.057999999999999996,0
0.1,-0.11599999999999999,0
0.06,-0.146,0
-0.07,0.124,0
-0.21100000000000002,-0.051,0
0.262,0.042,0
0.039,0.081,0
0.057999999999999996,-0.12300000000000001,0
-0.018000000000000002,0.10300000000000001,0
-0.016,-0.10300000000000001,0
-0.243,0.171,0
0.18899999999999997,-0.153,0
-0.325,-0.02,0
0.289,-0.184,0
0.109,0.14400000000000002,0
0.025,-0.11800000000000001,0
-0.32899999999999996,-0.035,0
-0.21,-0.066,0
0.128,-0.131,0
-0.264,-0.018000000000000002,0
0.111,-0.129,0
-0.006999999999999999,-0.085,0
-0.087,-0.091,0
-0.061,0.128,0
-0.03,0.128,0
-0.188,-0.062,0
-0.138,-0.129,0
0.19699999999999998,-0.157,0
0.214,0.068,0
-0.33899999999999997,0.21899999999999997,0
-0.069,-0.049,0
-0.149,0.113,0
0.212,-0.163,0
-0.10800000000000001,-0.133,0
0.017,0.122,0
-0.083,-0.071,0
-0.363,0.237,0
-0.055,0.128,0
-0.133,-0.078,0
0.038,0.145,0
-0.016,0.08199999999999999,0
0.275,-0.155,0
-0.077,0.15,0
0.18,0.059000000000000004,0
-0.3,0.19,0
0.019,0.107,0
-0.23399999999999999,0.184,0
-0.315,-0.08800000000000001,0
0.135,-0.135,0
0.0,-0.08900000000000001,0
-0.07400000000000001,0.132,0
0.106,0.08800000000000001,0
-0.157,-0.078,0
0.11,-0.12,0
-0.05,-0.10099999999999999,0
0.027999999999999997,-0.11599999999999999,0
0.266,-0.177,0
0.005,-0.08900000000000001,0
-0.294,-0.067,1
0.157,-0.145,0
0.111,0.12,0
0.11800000000000001,-0.136,0
-0.016,-0.078,0
-0.129,0.124,0
0.244,-0.159,0
0.08900000000000001,0.102,0
0.152,-0.145,0
0.177,-0.166,0
0.083,0.08800000000000001,0
0.114,0.102,0
0.047,0.095,0
-0.33299999999999996,0.006999999999999999,0
-0.055999999999999994,-0.08,0
0.256,-0.17800000000000002,0
-0.305,0.024,0
0.048,-0.12300000000000001,0
-0.006999999999999999,-0.094,0
-0.057,-0.098,0
-0.001,-0.142,0
-0.193,0.006999999999999999,0
0.221,0.052000000000000005,0
0.276,0.057,0
0.478,0.002,0
0.106,0.111,0
-0.253,-0.02,0
-0.192,0.139,0
-0.226,0.201,0
0.341,0.011000000000000001,0
0.16899999999999998,0.075,0
0.235,-0.165,0
-0.065,-0.11599999999999999,0
0.079,-0.13,0
-0.337,-0.037000000000000005,0
0.099,-0.115,0
0.031,-0.16399999999999998,0
-0.212,0.183,0
-0.10400000000000001,-0.061,0
0.184,0.13699999999999998,0
-0.14400000000000002,0.155,0
0.057999999999999996,-0.121,0
-0.055999999999999994,0.172,0
-0.039,0.156,0
0.013000000000000001,-0.105,0
-0.115,0.127,0
0.24,-0.188,0
-0.128,0.121,0
-0.10400000000000001,0.15,0
0.11599999999999999,-0.11800000000000001,0
0.063,-0.126,0
0.11599999999999999,0.08800000000000001,0
-0.19899999999999998,0.151,0
0.35100000000000003,-0.19899999999999998,0
0.213,-0.13699999999999998,0
0.213,-0.13699999999999998,0
-0.301,0.191,0
0.215,-0.174,0
-0.16899999999999998,0.155,0
-0.299,0.154,0
-0.134,-0.08900000000000001,0
0.183,-0.162,0
-0.32299999999999995,0.172,0
-0.322,-0.022000000000000002,0
-0.09699999999999999,0.133,0
0.182,-0.141,0
0.062,-0.124,0
-0.024,-0.09,0
-0.1,-0.11199999999999999,0
0.21,-0.139,0
-0.057999999999999996,0.135,0
-0.037000000000000005,-0.091,0
0.156,0.031,0
0.187,0.07400000000000001,0
0.2,-0.15,0
-0.23800000000000002,-0.03,0
0.18899999999999997,-0.177,0
0.19699999999999998,-0.17600000000000002,0
0.325,0.026000000000000002,0
0.042,-0.121,0
0.109,0.136,0
0.127,-0.126,0
-0.174,0.002,0
0.012,-0.085,0
0.19899999999999998,-0.14,0
0.33799999999999997,0.019,0
0.21100000000000002,0.04,0
-0.051,0.159,0
0.268,0.01,0
0.319,-0.005,0
0.405,0.004,0
-0.1,-0.068,0
0.401,-0.231,0
-0.32,0.196,0
-0.075,-0.11199999999999999,0
-0.182,-0.040999999999999995,0
0.024,-0.11699999999999999,0
0.15,0.102,0
0.004,0.126,0
0.262,-0.18100000000000002,0
-0.113,-0.121,0
-0.301,-0.35,1
-0.301,-0.35,0
0.337,-0.193,1
0.125,0.069,0
0.046,0.095,0
0.009000000000000001,-0.10099999999999999,0
0.107,-0.113,0
-0.045,-0.08900000000000001,0
-0.285,-0.11599999999999999,0
0.07200000000000001,0.13,0
0.042,0.09300000000000001,0
0.047,-0.10300000000000001,0
-0.091,0.125,0
0.235,0.04,0
0.335,-0.22,0
-0.302,-0.54,1
-0.302,-0.54,0
0.38299999999999995,0.006999999999999999,0
0.17800000000000002,0.078,0
-0.11199999999999999,-0.077,0
-0.332,0.222,0
0.004,-0.11699999999999999,0
0.096,-0.13699999999999998,0
-0.252,0.218,0
0.021,0.125,0
0.162,-0.11599999999999999,0
0.008,-0.098,0
0.008,-0.098,0
-0.213,0.165,0
-0.331,0.222,0
0.322,0.032,0
0.037000000000000005,0.086,0
-0.268,0.22899999999999998,0
-0.059000000000000004,-0.141,0
0.068,0.129,0
0.16399999999999998,-0.145,0
-0.157,-0.055,0
-0.09,0.135,0
0.051,-0.20800000000000002,0
0.09699999999999999,-0.125,0
0.249,-0.273,0
0.086,0.084,0
-0.243,-0.043,0
0.027999999999999997,-0.109,0
0.387,0.022000000000000002,0
-0.2,0.171,0
-0.225,0.168,0
-0.19899999999999998,-0.003,0
0.36,-0.18,0
0.185,-0.141,0
0.175,0.071,0
0.067,-0.145,0
0.259,-0.171,0
0.027999999999999997,-0.091,0
-0.152,-0.054000000000000006,0
-0.171,-0.039,0
0.138,-0.19699999999999998,0
0.055999999999999994,0.07400000000000001,0
0.147,0.08,0
0.19899999999999998,0.08800000000000001,0
0.275,-0.317,0
-0.081,0.153,0
0.154,-0.179,0
0.358,-0.21899999999999997,0
0.043,0.10400000000000001,0
0.008,0.099,0
-0.09699999999999999,0.147,0
-0.1,0.127,0
-0.031,-0.064,0
0.465,-0.231,0
0.106,-0.129,0
0.08800000000000001,0.095,0
-0.20800000000000002,0.166,0
-0.29600000000000004,0.14300000000000002,0
-0.051,-0.16399999999999998,0
0.021,-0.10300000000000001,0
-0.10099999999999999,0.149,0
0.008,-0.11199999999999999,0
0.242,0.067,0
-0.095,0.135,0
-0.131,0.15,0
0.022000000000000002,-0.115,0
-0.27399999999999997,-0.073,0
-0.039,0.139,0
-0.24600000000000002,-0.034,0
-0.158,-0.028999999999999998,0
-0.248,0.198,0
-0.212,-0.046,0
0.14400000000000002,-0.133,0
0.172,-0.147,0
0.165,-0.151,0
0.081,-0.129,0
-0.354,0.179,0
0.157,-0.16399999999999998,0
-0.26,0.205,0
-0.19,-0.076,0
0.257,-0.191,0
0.255,0.08,0
0.331,0.023,0
-0.106,-0.099,0
-0.331,0.203,0
-0.14800000000000002,-0.067,0
0.109,0.096,0
0.036000000000000004,-0.098,0
0.201,0.099,0
-0.3,-0.043,0
-0.052000000000000005,0.127,0
-0.040999999999999995,0.11800000000000001,0
-0.287,-0.127,0
-0.24100000000000002,0.22899999999999998,0
0.024,0.08900000000000001,0
0.24,0.055,0
